1, 0.000006
1, 0.000005
180, 0.000031
920, 0.000093
1431, 0.000133
4720, 0.000371
11205, 0.001019
4797, 0.000578
10488, 0.000720
25380, 0.001879
29475, 0.002867
13674, 0.001032
45540, 0.003612
37466, 0.002651
49950, 0.004948
22890, 0.002255
29760, 0.002875
14868, 0.001036
116025, 0.007964
120540, 0.008875
480, 0.000057
1413, 0.000277
107879, 0.007037
130340, 0.009950
26488, 0.006029
175360, 0.015833
64824, 0.005364
1755, 0.000217
248570, 0.023612
239838, 0.020438
117504, 0.010756
68875, 0.004622
35360, 0.002181
21168, 0.003911
24054, 0.001697
198828, 0.013071
20034, 0.001664
10752, 0.010287
540141, 0.046658
264067, 0.017899
621920, 0.045011
248535, 0.033430
107325, 0.006598
43344, 0.002858
165092, 0.017037
393300, 0.027970
243691, 0.039737
483617, 0.044118
15554, 0.001853
392150, 0.050359
304000, 0.035495
119970, 0.024322
268464, 0.016253
153088, 0.023114
451220, 0.037568
289279, 0.020664
404820, 0.029953
294297, 0.029728
275797, 0.057204
23458, 0.009967
1262226, 0.089438
22080, 0.001592
536067, 0.039541
812090, 0.057333
952200, 0.108955
666918, 0.065146
302316, 0.049939
125433, 0.008432
153543, 0.038541
317760, 0.023606
289883, 0.016902
587880, 0.037716
251023, 0.014691
743904, 0.058772
894240, 0.091520
1044270, 0.068568
387984, 0.035621
129653, 0.010675
434592, 0.025247
1246780, 0.145631
250776, 0.058063
434880, 0.029850
25265, 0.001759
690690, 0.051532
174590, 0.010002
262792, 0.019151
1045854, 0.087632
191452, 0.011518
1293534, 0.106236
61050, 0.005298
3582306, 0.294764
2619757, 0.191957
25040, 0.034105
561952, 0.039903
9240, 0.001493
1574370, 0.182181
5105070, 0.400195
2451869, 0.170618
162740, 0.022721
323854, 0.033898
420401, 0.024846
2012895, 0.184800
2415600, 0.158149
1075834, 0.168189
2261, 0.000264
2203350, 0.198606
2826584, 0.292730
1236862, 0.079078
360048, 0.021499
73010, 0.004904
3710700, 0.274595
2946646, 0.309420
73413, 0.156964
3946270, 0.287181
930952, 0.082655
4963541, 0.392131
5240, 0.000496
5063034, 0.454097
222856, 0.023160
2303483, 0.178523
6130567, 0.471306
1231656, 0.079170
1045164, 0.080196
1235652, 0.078193
172132, 0.009827
3560340, 0.291532
634656, 0.037526
1664960, 0.133904
6083937, 0.495588
1172999, 0.074688
2998548, 0.262843
5233758, 0.449402
3599360, 0.328438
4011858, 0.330084
1831950, 0.109640
1940412, 0.127703
3320973, 0.336353
1533469, 0.100812
3754630, 0.243692
182919, 0.012786
236963, 0.031088
7410864, 0.724254
1254764, 0.079335
5181440, 0.438683
7665388, 0.688807
1599029, 0.171529
196840, 0.271575
6283400, 0.436823
1165593, 0.222072
5031936, 0.499967
2552977, 0.262449
2249394, 0.147826
1714450, 0.114071
3503988, 0.321046
1697052, 0.128683
3040112, 0.199169
6690168, 0.507587
1265067, 0.289848
7504, 0.076206
3003064, 0.237716
6087600, 0.451167
361759, 0.022613
2212632, 0.153911
918856, 0.059147
664176, 0.038248
482586, 0.030734
5654977, 0.569717
6308162, 0.528951
3414222, 0.209161
10711728, 0.859130
2095500, 0.119652
3281672, 0.311090
1219738, 0.094557
4603814, 0.343629
5424711, 0.453698
623319, 0.309402
3034308, 0.181649
1458390, 0.093389
11551020, 0.926166
4437013, 0.456625
1234875, 0.068933
1478136, 0.111797
1540540, 0.088676
847590, 0.235427
9384102, 0.710187
8155911, 0.564408
6212215, 0.400533
6825937, 0.570929
4227328, 0.435435
3394128, 0.603395
1473678, 0.111474
3978208, 0.261196
5542460, 0.365938
4401540, 0.313339
1649520, 0.106124
4580496, 0.381300
828087, 0.329270
524722, 0.188873
11309487, 0.934128
1273680, 0.081212
